respID,qID,altID,obsID,profileID,price,hotel_quality,flight_quality,seat_quality,number_of_games,stage_of_tournament
115,5,1,689,425,6,3,Economy,Touchline Section,2,Group Stage
115,5,2,689,1976,3,3,Economy,Goal Section,3,Final Knockout
115,5,3,689,1089,5,5,First,Corner Section,2,Early Knockout
115,6,1,690,1284,4,3,First,Touchline Section,3,Early Knockout
115,6,2,690,876,2,5,First,Upper Deck,1,Early Knockout
115,6,3,690,1349,6,3,Economy,Upper Deck,0,Final Knockout
116,1,1,691,1642,5,3,Economy,Goal Section,1,Final Knockout
116,1,2,691,2012,4,5,First,Goal Section,3,Final Knockout
116,1,3,691,1928,4,5,First,Corner Section,3,Final Knockout
116,2,1,692,1267,8,3,Economy,Touchline Section,3,Early Knockout
116,2,2,692,1133,7,5,First,Touchline Section,2,Early Knockout
116,2,3,692,683,5,4,Economy,Upper Deck,0,Early Knockout
116,3,1,693,1996,2,3,First,Goal Section,3,Final Knockout
116,3,2,693,362,6,3,First,Upper Deck,2,Group Stage
116,3,3,693,567,8,5,Economy,Corner Section,3,Group Stage
116,4,1,694,1040,5,4,First,Upper Deck,2,Early Knockout
116,4,2,694,1134,8,5,First,Touchline Section,2,Early Knockout
116,4,3,694,1936,5,3,Economy,Touchline Section,3,Final Knockout
116,5,1,695,1200,4,3,First,Upper Deck,3,Early Knockout
116,5,2,695,207,5,5,First,Upper Deck,1,Group Stage
116,5,3,695,407,2,4,First,Corner Section,2,Group Stage
116,6,1,696,1646,2,4,Economy,Goal Section,1,Final Knockout
116,6,2,696,1866,5,5,Economy,Upper Deck,3,Final Knockout
116,6,3,696,1889,7,5,First,Upper Deck,3,Final Knockout
117,1,1,697,1435,8,3,Economy,Touchline Section,0,Final Knockout
117,1,2,697,761,6,3,Economy,Touchline Section,0,Early Knockout
117,1,3,697,1095,4,3,Economy,Touchline Section,2,Early Knockout
117,2,1,698,1691,5,4,Economy,Upper Deck,2,Final Knockout
117,2,2,698,981,2,5,Economy,Goal Section,1,Early Knockout
117,2,3,698,1744,2,3,First,Corner Section,2,Final Knockout
117,3,1,699,352,3,5,Economy,Upper Deck,2,Group Stage
117,3,2,699,1459,4,4,First,Touchline Section,0,Final Knockout
117,3,3,699,1350,7,3,Economy,Upper Deck,0,Final Knockout
117,4,1,700,1978,5,3,Economy,Goal Section,3,Final Knockout
117,4,2,700,1817,5,4,Economy,Goal Section,2,Final Knockout
117,4,3,700,687,2,5,Economy,Upper Deck,0,Early Knockout
117,5,1,701,1315,7,4,Economy,Goal Section,3,Early Knockout
117,5,2,701,1838,5,4,First,Goal Section,2,Final Knockout
117,5,3,701,1040,5,4,First,Upper Deck,2,Early Knockout
117,6,1,702,1599,4,3,Economy,Touchline Section,1,Final Knockout
117,6,2,702,1558,5,3,Economy,Corner Section,1,Final Knockout
117,6,3,702,1039,4,4,First,Upper Deck,2,Early Knockout
118,1,1,703,1103,5,4,Economy,Touchline Section,2,Early Knockout
118,1,2,703,1116,4,3,First,Touchline Section,2,Early Knockout
118,1,3,703,510,7,3,Economy,Upper Deck,3,Group Stage
118,2,1,704,688,3,5,Economy,Upper Deck,0,Early Knockout
118,2,2,704,141,2,5,Economy,Goal Section,0,Group Stage
118,2,3,704,791,8,4,First,Touchline Section,0,Early Knockout
118,3,1,705,1263,4,3,Economy,Touchline Section,3,Early Knockout
118,3,2,705,442,2,3,First,Touchline Section,2,Group Stage
118,3,3,705,30,3,4,First,Upper Deck,0,Group Stage
118,4,1,706,193,5,3,First,Upper Deck,1,Group Stage
118,4,2,706,70,8,3,First,Corner Section,0,Group Stage
118,4,3,706,966,8,5,First,Touchline Section,1,Early Knockout
118,5,1,707,468,7,3,Economy,Goal Section,2,Group Stage
118,5,2,707,391,7,4,Economy,Corner Section,2,Group Stage
118,5,3,707,1841,8,4,First,Goal Section,2,Final Knockout
118,6,1,708,1695,2,5,Economy,Upper Deck,2,Final Knockout
118,6,2,708,658,8,3,First,Goal Section,3,Group Stage
118,6,3,708,1104,6,4,Economy,Touchline Section,2,Early Knockout
119,1,1,709,1005,5,5,First,Goal Section,1,Early Knockout
119,1,2,709,1708,8,3,First,Upper Deck,2,Final Knockout
119,1,3,709,947,3,3,First,Touchline Section,1,Early Knockout
119,2,1,710,260,2,4,Economy,Touchline Section,1,Group Stage
119,2,2,710,765,3,4,Economy,Touchline Section,0,Early Knockout
119,2,3,710,280,8,3,First,Touchline Section,1,Group Stage
119,3,1,711,1606,4,4,Economy,Touchline Section,1,Final Knockout
119,3,2,711,1158,4,3,First,Goal Section,2,Early Knockout
119,3,3,711,144,5,5,Economy,Goal Section,0,Group Stage
119,4,1,712,733,6,5,Economy,Corner Section,0,Early Knockout
119,4,2,712,126,8,5,First,Touchline Section,0,Group Stage
119,4,3,712,924,8,5,First,Corner Section,1,Early Knockout
119,5,1,713,1909,6,5,Economy,Corner Section,3,Final Knockout
119,5,2,713,1526,8,4,Economy,Upper Deck,1,Final Knockout
119,5,3,713,1211,8,4,First,Upper Deck,3,Early Knockout
119,6,1,714,576,3,4,First,Corner Section,3,Group Stage
119,6,2,714,569,3,3,First,Corner Section,3,Group Stage
119,6,3,714,1340,4,5,First,Goal Section,3,Early Knockout
120,1,1,715,372,2,5,First,Upper Deck,2,Group Stage
120,1,2,715,763,8,3,Economy,Touchline Section,0,Early Knockout
120,1,3,715,403,5,3,First,Corner Section,2,Group Stage
120,2,1,716,1385,7,5,First,Upper Deck,0,Final Knockout
120,2,2,716,1558,5,3,Economy,Corner Section,1,Final Knockout
120,2,3,716,362,6,3,First,Upper Deck,2,Group Stage
120,3,1,717,2003,2,4,First,Goal Section,3,Final Knockout
120,3,2,717,1151,4,5,Economy,Goal Section,2,Early Knockout
120,3,3,717,215,6,3,Economy,Corner Section,1,Group Stage
120,4,1,718,1566,6,4,Economy,Corner Section,1,Final Knockout
120,4,2,718,1995,8,5,Economy,Goal Section,3,Final Knockout
120,4,3,718,373,3,5,First,Upper Deck,2,Group Stage
120,5,1,719,522,5,5,Economy,Upper Deck,3,Group Stage
120,5,2,719,1272,6,4,Economy,Touchline Section,3,Early Knockout
120,5,3,719,739,5,3,First,Corner Section,0,Early Knockout
120,6,1,720,1134,8,5,First,Touchline Section,2,Early Knockout
120,6,2,720,55,7,4,Economy,Corner Section,0,Group Stage
120,6,3,720,1562,2,4,Economy,Corner Section,1,Final Knockout
121,1,1,721,1849,2,3,Economy,Upper Deck,3,Final Knockout
121,1,2,721,473,5,4,Economy,Goal Section,2,Group Stage
121,1,3,721,1640,3,3,Economy,Goal Section,1,Final Knockout
121,2,1,722,448,8,3,First,Touchline Section,2,Group Stage
121,2,2,722,1900,4,4,Economy,Corner Section,3,Final Knockout
121,2,3,722,1302,8,5,First,Touchline Section,3,Early Knockout
121,3,1,723,1960,8,3,First,Touchline Section,3,Final Knockout
121,3,2,723,795,5,5,First,Touchline Section,0,Early Knockout
121,3,3,723,1856,2,4,Economy,Upper Deck,3,Final Knockout
121,4,1,724,1873,5,3,First,Upper Deck,3,Final Knockout
121,4,2,724,1073,3,3,First,Corner Section,2,Early Knockout
121,4,3,724,1177,2,3,Economy,Upper Deck,3,Early Knockout
121,5,1,725,1724,3,3,Economy,Corner Section,2,Final Knockout
121,5,2,725,1656,5,5,Economy,Goal Section,1,Final Knockout
121,5,3,725,536,5,4,First,Upper Deck,3,Group Stage
121,6,1,726,450,3,4,First,Touchline Section,2,Group Stage
121,6,2,726,1027,6,5,Economy,Upper Deck,2,Early Knockout
121,6,3,726,1941,3,4,Economy,Touchline Section,3,Final Knockout
122,1,1,727,1080,3,4,First,Corner Section,2,Early Knockout
122,1,2,727,601,7,4,Economy,Touchline Section,3,Group Stage
122,1,3,727,783,7,3,First,Touchline Section,0,Early Knockout
122,2,1,728,1345,2,3,Economy,Upper Deck,0,Final Knockout
122,2,2,728,1973,7,5,First,Touchline Section,3,Final Knockout
122,2,3,728,521,4,5,Economy,Upper Deck,3,Group Stage
122,3,1,729,964,6,5,First,Touchline Section,1,Early Knockout
122,3,2,729,524,7,5,Economy,Upper Deck,3,Group Stage
122,3,3,729,1539,7,3,First,Upper Deck,1,Final Knockout
122,4,1,730,897,2,5,Economy,Corner Section,1,Early Knockout
122,4,2,730,1611,2,5,Economy,Touchline Section,1,Final Knockout
122,4,3,730,466,5,3,Economy,Goal Section,2,Group Stage
122,5,1,731,834,2,5,First,Goal Section,0,Early Knockout
122,5,2,731,967,2,3,Economy,Goal Section,1,Early Knockout
122,5,3,731,1224,7,3,Economy,Corner Section,3,Early Knockout
122,6,1,732,487,5,3,First,Goal Section,2,Group Stage
122,6,2,732,100,3,5,Economy,Touchline Section,0,Group Stage
122,6,3,732,575,2,4,First,Corner Section,3,Group Stage
123,1,1,733,932,2,4,Economy,Touchline Section,1,Early Knockout
123,1,2,733,530,6,3,First,Upper Deck,3,Group Stage
123,1,3,733,606,5,5,Economy,Touchline Section,3,Group Stage
123,2,1,734,471,3,4,Economy,Goal Section,2,Group Stage
123,2,2,734,1916,6,3,First,Corner Section,3,Final Knockout
123,2,3,734,395,4,5,Economy,Corner Section,2,Group Stage
123,3,1,735,725,5,4,Economy,Corner Section,0,Early Knockout
123,3,2,735,950,6,3,First,Touchline Section,1,Early Knockout
123,3,3,735,1538,6,3,First,Upper Deck,1,Final Knockout
123,4,1,736,812,8,4,Economy,Goal Section,0,Early Knockout
123,4,2,736,1337,8,4,First,Goal Section,3,Early Knockout
123,4,3,736,1415,2,4,First,Corner Section,0,Final Knockout
123,5,1,737,1959,7,3,First,Touchline Section,3,Final Knockout
123,5,2,737,764,2,4,Economy,Touchline Section,0,Early Knockout
123,5,3,737,1962,3,4,First,Touchline Section,3,Final Knockout
123,6,1,738,1167,6,4,First,Goal Section,2,Early Knockout
123,6,2,738,1294,7,4,First,Touchline Section,3,Early Knockout
123,6,3,738,689,4,5,Economy,Upper Deck,0,Early Knockout
124,1,1,739,1956,4,3,First,Touchline Section,3,Final Knockout
124,1,2,739,1039,4,4,First,Upper Deck,2,Early Knockout
124,1,3,739,1844,4,5,First,Goal Section,2,Final Knockout
124,2,1,740,629,7,5,First,Touchline Section,3,Group Stage
124,2,2,740,776,7,5,Economy,Touchline Section,0,Early Knockout
124,2,3,740,899,4,5,Economy,Corner Section,1,Early Knockout
124,3,1,741,1980,7,3,Economy,Goal Section,3,Final Knockout
124,3,2,741,1741,6,5,Economy,Corner Section,2,Final Knockout
124,3,3,741,565,6,5,Economy,Corner Section,3,Group Stage
124,4,1,742,558,6,4,Economy,Corner Section,3,Group Stage
124,4,2,742,336,8,5,First,Goal Section,1,Group Stage
124,4,3,742,670,6,5,First,Goal Section,3,Group Stage
124,5,1,743,928,5,3,Economy,Touchline Section,1,Early Knockout
124,5,2,743,735,8,5,Economy,Corner Section,0,Early Knockout
124,5,3,743,1488,5,5,Economy,Goal Section,0,Final Knockout
124,6,1,744,161,8,4,First,Goal Section,0,Group Stage
124,6,2,744,372,2,5,First,Upper Deck,2,Group Stage
124,6,3,744,1208,5,4,First,Upper Deck,3,Early Knockout
125,1,1,745,552,7,3,Economy,Corner Section,3,Group Stage
125,1,2,745,818,7,5,Economy,Goal Section,0,Early Knockout
125,1,3,745,1639,2,3,Economy,Goal Section,1,Final Knockout
125,2,1,746,1096,5,3,Economy,Touchline Section,2,Early Knockout
125,2,2,746,749,8,4,First,Corner Section,0,Early Knockout
125,2,3,746,1464,2,5,First,Touchline Section,0,Final Knockout
125,3,1,747,1285,5,3,First,Touchline Section,3,Early Knockout
125,3,2,747,272,7,5,Economy,Touchline Section,1,Group Stage
125,3,3,747,1179,4,3,Economy,Upper Deck,3,Early Knockout
125,4,1,748,1981,8,3,Economy,Goal Section,3,Final Knockout
125,4,2,748,1136,3,3,Economy,Goal Section,2,Early Knockout
125,4,3,748,2014,6,5,First,Goal Section,3,Final Knockout
125,5,1,749,864,4,3,First,Upper Deck,1,Early Knockout
125,5,2,749,667,3,5,First,Goal Section,3,Group Stage
125,5,3,749,1248,3,4,First,Corner Section,3,Early Knockout
125,6,1,750,822,4,3,First,Goal Section,0,Early Knockout
125,6,2,750,688,3,5,Economy,Upper Deck,0,Early Knockout
125,6,3,750,1060,4,4,Economy,Corner Section,2,Early Knockout
126,1,1,751,1266,7,3,Economy,Touchline Section,3,Early Knockout
126,1,2,751,1394,2,4,Economy,Corner Section,0,Final Knockout
126,1,3,751,866,6,3,First,Upper Deck,1,Early Knockout
126,2,1,752,1934,3,3,Economy,Touchline Section,3,Final Knockout
126,2,2,752,535,4,4,First,Upper Deck,3,Group Stage
126,2,3,752,353,4,5,Economy,Upper Deck,2,Group Stage
126,3,1,753,1081,4,4,First,Corner Section,2,Early Knockout
126,3,2,753,242,5,4,First,Corner Section,1,Group Stage
126,3,3,753,904,2,3,First,Corner Section,1,Early Knockout
126,4,1,754,927,4,3,Economy,Touchline Section,1,Early Knockout
126,4,2,754,1641,4,3,Economy,Goal Section,1,Final Knockout
126,4,3,754,656,6,3,First,Goal Section,3,Group Stage
126,5,1,755,1612,3,5,Economy,Touchline Section,1,Final Knockout
126,5,2,755,864,4,3,First,Upper Deck,1,Early Knockout
126,5,3,755,823,5,3,First,Goal Section,0,Early Knockout
126,6,1,756,618,3,4,First,Touchline Section,3,Group Stage
126,6,2,756,1240,2,3,First,Corner Section,3,Early Knockout
126,6,3,756,691,6,5,Economy,Upper Deck,0,Early Knockout
127,1,1,757,1736,8,4,Economy,Corner Section,2,Final Knockout
127,1,2,757,1340,4,5,First,Goal Section,3,Early Knockout
127,1,3,757,666,2,5,First,Goal Section,3,Group Stage
127,2,1,758,1979,6,3,Economy,Goal Section,3,Final Knockout
127,2,2,758,950,6,3,First,Touchline Section,1,Early Knockout
127,2,3,758,1673,8,4,First,Goal Section,1,Final Knockout
127,3,1,759,1426,6,5,First,Corner Section,0,Final Knockout
127,3,2,759,251,7,5,First,Corner Section,1,Group Stage
127,3,3,759,240,3,4,First,Corner Section,1,Group Stage
127,4,1,760,843,4,3,Economy,Upper Deck,1,Early Knockout
127,4,2,760,1363,6,5,Economy,Upper Deck,0,Final Knockout
127,4,3,760,1465,3,5,First,Touchline Section,0,Final Knockout
127,5,1,761,1836,3,4,First,Goal Section,2,Final Knockout
127,5,2,761,1242,4,3,First,Corner Section,3,Early Knockout
127,5,3,761,606,5,5,Economy,Touchline Section,3,Group Stage
127,6,1,762,414,2,5,First,Corner Section,2,Group Stage
127,6,2,762,161,8,4,First,Goal Section,0,Group Stage
127,6,3,762,1979,6,3,Economy,Goal Section,3,Final Knockout
128,1,1,763,464,3,3,Economy,Goal Section,2,Group Stage
128,1,2,763,236,6,3,First,Corner Section,1,Group Stage
128,1,3,763,1036,8,3,First,Upper Deck,2,Early Knockout
128,2,1,764,1017,3,4,Economy,Upper Deck,2,Early Knockout
128,2,2,764,1814,2,4,Economy,Goal Section,2,Final Knockout
128,2,3,764,2008,7,4,First,Goal Section,3,Final Knockout
128,3,1,765,2,3,3,Economy,Upper Deck,0,Group Stage
128,3,2,765,84,8,5,First,Corner Section,0,Group Stage
128,3,3,765,608,7,5,Economy,Touchline Section,3,Group Stage
128,4,1,766,672,8,5,First,Goal Section,3,Group Stage
128,4,2,766,589,2,3,Economy,Touchline Section,3,Group Stage
128,4,3,766,1129,3,5,First,Touchline Section,2,Early Knockout
128,5,1,767,338,3,3,Economy,Upper Deck,2,Group Stage
128,5,2,767,1506,2,5,First,Goal Section,0,Final Knockout
128,5,3,767,855,2,5,Economy,Upper Deck,1,Early Knockout
128,6,1,768,1422,2,5,First,Corner Section,0,Final Knockout
128,6,2,768,1533,8,5,Economy,Upper Deck,1,Final Knockout
128,6,3,768,124,6,5,First,Touchline Section,0,Group Stage
129,1,1,769,44,3,3,Economy,Corner Section,0,Group Stage
129,1,2,769,876,2,5,First,Upper Deck,1,Early Knockout
129,1,3,769,113,2,4,First,Touchline Section,0,Group Stage
129,2,1,770,1144,4,4,Economy,Goal Section,2,Early Knockout
129,2,2,770,986,7,5,Economy,Goal Section,1,Early Knockout
129,2,3,770,634,5,3,Economy,Goal Section,3,Group Stage
129,3,1,771,1355,5,4,Economy,Upper Deck,0,Final Knockout
129,3,2,771,1460,5,4,First,Touchline Section,0,Final Knockout
129,3,3,771,1140,7,3,Economy,Goal Section,2,Early Knockout
129,4,1,772,878,4,5,First,Upper Deck,1,Early Knockout
129,4,2,772,1232,8,4,Economy,Corner Section,3,Early Knockout
129,4,3,772,2014,6,5,First,Goal Section,3,Final Knockout
129,5,1,773,376,6,5,First,Upper Deck,2,Group Stage
129,5,2,773,1399,7,4,Economy,Corner Section,0,Final Knockout
129,5,3,773,1418,5,4,First,Corner Section,0,Final Knockout
129,6,1,774,1221,4,3,Economy,Corner Section,3,Early Knockout
129,6,2,774,1876,8,3,First,Upper Deck,3,Final Knockout
129,6,3,774,749,8,4,First,Corner Section,0,Early Knockout
130,1,1,775,715,2,3,Economy,Corner Section,0,Early Knockout
130,1,2,775,414,2,5,First,Corner Section,2,Group Stage
130,1,3,775,746,5,4,First,Corner Section,0,Early Knockout
130,2,1,776,1228,4,4,Economy,Corner Section,3,Early Knockout
130,2,2,776,814,3,5,Economy,Goal Section,0,Early Knockout
130,2,3,776,1035,7,3,First,Upper Deck,2,Early Knockout
130,3,1,777,1214,4,5,First,Upper Deck,3,Early Knockout
130,3,2,777,1778,8,4,Economy,Touchline Section,2,Final Knockout
130,3,3,777,807,3,4,Economy,Goal Section,0,Early Knockout
130,4,1,778,531,7,3,First,Upper Deck,3,Group Stage
130,4,2,778,551,6,3,Economy,Corner Section,3,Group Stage
130,4,3,778,1269,3,4,Economy,Touchline Section,3,Early Knockout
130,5,1,779,543,5,5,First,Upper Deck,3,Group Stage
130,5,2,779,962,4,5,First,Touchline Section,1,Early Knockout
130,5,3,779,1798,7,4,First,Touchline Section,2,Final Knockout
130,6,1,780,1382,4,5,First,Upper Deck,0,Final Knockout
130,6,2,780,857,4,5,Economy,Upper Deck,1,Early Knockout
130,6,3,780,1997,3,3,First,Goal Section,3,Final Knockout
131,1,1,781,730,3,5,Economy,Corner Section,0,Early Knockout
131,1,2,781,1230,6,4,Economy,Corner Section,3,Early Knockout
131,1,3,781,1623,7,3,First,Touchline Section,1,Final Knockout
131,2,1,782,1852,5,3,Economy,Upper Deck,3,Final Knockout
131,2,2,782,1712,5,4,First,Upper Deck,2,Final Knockout
131,2,3,782,1411,5,3,First,Corner Section,0,Final Knockout
131,3,1,783,1436,2,4,Economy,Touchline Section,0,Final Knockout
131,3,2,783,1913,3,3,First,Corner Section,3,Final Knockout
131,3,3,783,1699,6,5,Economy,Upper Deck,2,Final Knockout
131,4,1,784,131,6,3,Economy,Goal Section,0,Group Stage
131,4,2,784,1746,4,3,First,Corner Section,2,Final Knockout
131,4,3,784,99,2,5,Economy,Touchline Section,0,Group Stage
131,5,1,785,1912,2,3,First,Corner Section,3,Final Knockout
131,5,2,785,756,8,5,First,Corner Section,0,Early Knockout
131,5,3,785,238,8,3,First,Corner Section,1,Group Stage
131,6,1,786,1659,8,5,Economy,Goal Section,1,Final Knockout
131,6,2,786,1426,6,5,First,Corner Section,0,Final Knockout
131,6,3,786,363,7,3,First,Upper Deck,2,Group Stage
132,1,1,787,242,5,4,First,Corner Section,1,Group Stage
132,1,2,787,225,2,5,Economy,Corner Section,1,Group Stage
132,1,3,787,91,8,3,Economy,Touchline Section,0,Group Stage
132,2,1,788,1951,6,5,Economy,Touchline Section,3,Final Knockout
132,2,2,788,1882,7,4,First,Upper Deck,3,Final Knockout
132,2,3,788,418,6,5,First,Corner Section,2,Group Stage
132,3,1,789,1697,4,5,Economy,Upper Deck,2,Final Knockout
132,3,2,789,1688,2,4,Economy,Upper Deck,2,Final Knockout
132,3,3,789,2003,2,4,First,Goal Section,3,Final Knockout
132,4,1,790,514,4,4,Economy,Upper Deck,3,Group Stage
132,4,2,790,777,8,5,Economy,Touchline Section,0,Early Knockout
132,4,3,790,36,2,5,First,Upper Deck,0,Group Stage
132,5,1,791,1968,2,5,First,Touchline Section,3,Final Knockout
132,5,2,791,1330,8,3,First,Goal Section,3,Early Knockout
132,5,3,791,989,3,3,First,Goal Section,1,Early Knockout
132,6,1,792,1636,6,5,First,Touchline Section,1,Final Knockout
132,6,2,792,966,8,5,First,Touchline Section,1,Early Knockout
132,6,3,792,812,8,4,Economy,Goal Section,0,Early Knockout
133,1,1,793,1039,4,4,First,Upper Deck,2,Early Knockout
133,1,2,793,1879,4,4,First,Upper Deck,3,Final Knockout
133,1,3,793,85,2,3,Economy,Touchline Section,0,Group Stage
133,2,1,794,1535,3,3,First,Upper Deck,1,Final Knockout
133,2,2,794,1946,8,4,Economy,Touchline Section,3,Final Knockout
133,2,3,794,11,5,4,Economy,Upper Deck,0,Group Stage
133,3,1,795,1813,8,3,Economy,Goal Section,2,Final Knockout
133,3,2,795,484,2,3,First,Goal Section,2,Group Stage
133,3,3,795,284,5,4,First,Touchline Section,1,Group Stage
133,4,1,796,1952,7,5,Economy,Touchline Section,3,Final Knockout
133,4,2,796,476,8,4,Economy,Goal Section,2,Group Stage
133,4,3,796,12,6,4,Economy,Upper Deck,0,Group Stage
133,5,1,797,1880,5,4,First,Upper Deck,3,Final Knockout
133,5,2,797,1487,4,5,Economy,Goal Section,0,Final Knockout
133,5,3,797,1301,7,5,First,Touchline Section,3,Early Knockout
133,6,1,798,634,5,3,Economy,Goal Section,3,Group Stage
133,6,2,798,1251,6,4,First,Corner Section,3,Early Knockout
133,6,3,798,1796,5,4,First,Touchline Section,2,Final Knockout
134,1,1,799,1061,5,4,Economy,Corner Section,2,Early Knockout
134,1,2,799,1074,4,3,First,Corner Section,2,Early Knockout
134,1,3,799,388,4,4,Economy,Corner Section,2,Group Stage
134,2,1,800,1254,2,5,First,Corner Section,3,Early Knockout
134,2,2,800,1008,8,5,First,Goal Section,1,Early Knockout
134,2,3,800,671,7,5,First,Goal Section,3,Group Stage
134,3,1,801,61,6,5,Economy,Corner Section,0,Group Stage
134,3,2,801,1930,6,5,First,Corner Section,3,Final Knockout
134,3,3,801,1531,6,5,Economy,Upper Deck,1,Final Knockout
134,4,1,802,1715,8,4,First,Upper Deck,2,Final Knockout
134,4,2,802,1562,2,4,Economy,Corner Section,1,Final Knockout
134,4,3,802,1152,5,5,Economy,Goal Section,2,Early Knockout
134,5,1,803,1886,4,5,First,Upper Deck,3,Final Knockout
134,5,2,803,1378,7,4,First,Upper Deck,0,Final Knockout
134,5,3,803,1703,3,3,First,Upper Deck,2,Final Knockout
134,6,1,804,741,7,3,First,Corner Section,0,Early Knockout
134,6,2,804,1353,3,4,Economy,Upper Deck,0,Final Knockout
134,6,3,804,1988,8,4,Economy,Goal Section,3,Final Knockout
135,1,1,805,1135,2,3,Economy,Goal Section,2,Early Knockout
135,1,2,805,904,2,3,First,Corner Section,1,Early Knockout
135,1,3,805,59,4,5,Economy,Corner Section,0,Group Stage
135,2,1,806,1236,5,5,Economy,Corner Section,3,Early Knockout
135,2,2,806,74,5,4,First,Corner Section,0,Group Stage
135,2,3,806,358,2,3,First,Upper Deck,2,Group Stage
135,3,1,807,1234,3,5,Economy,Corner Section,3,Early Knockout
135,3,2,807,1701,8,5,Economy,Upper Deck,2,Final Knockout
135,3,3,807,1288,8,3,First,Touchline Section,3,Early Knockout
135,4,1,808,852,6,4,Economy,Upper Deck,1,Early Knockout
135,4,2,808,1230,6,4,Economy,Corner Section,3,Early Knockout
135,4,3,808,1878,3,4,First,Upper Deck,3,Final Knockout
135,5,1,809,897,2,5,Economy,Corner Section,1,Early Knockout
135,5,2,809,1885,3,5,First,Upper Deck,3,Final Knockout
135,5,3,809,965,7,5,First,Touchline Section,1,Early Knockout
135,6,1,810,564,5,5,Economy,Corner Section,3,Group Stage
135,6,2,810,792,2,5,First,Touchline Section,0,Early Knockout
135,6,3,810,433,7,4,Economy,Touchline Section,2,Group Stage
136,1,1,811,431,5,4,Economy,Touchline Section,2,Group Stage
136,1,2,811,764,2,4,Economy,Touchline Section,0,Early Knockout
136,1,3,811,1138,5,3,Economy,Goal Section,2,Early Knockout
136,2,1,812,1088,4,5,First,Corner Section,2,Early Knockout
136,2,2,812,1496,6,3,First,Goal Section,0,Final Knockout
136,2,3,812,1739,4,5,Economy,Corner Section,2,Final Knockout
136,3,1,813,37,3,5,First,Upper Deck,0,Group Stage
136,3,2,813,1571,4,5,Economy,Corner Section,1,Final Knockout
136,3,3,813,873,6,4,First,Upper Deck,1,Early Knockout
136,4,1,814,1444,3,5,Economy,Touchline Section,0,Final Knockout
136,4,2,814,947,3,3,First,Touchline Section,1,Early Knockout
136,4,3,814,1636,6,5,First,Touchline Section,1,Final Knockout
136,5,1,815,401,3,3,First,Corner Section,2,Group Stage
136,5,2,815,1253,8,4,First,Corner Section,3,Early Knockout
136,5,3,815,1446,5,5,Economy,Touchline Section,0,Final Knockout
136,6,1,816,1320,5,5,Economy,Goal Section,3,Early Knockout
136,6,2,816,895,7,4,Economy,Corner Section,1,Early Knockout
136,6,3,816,1948,3,5,Economy,Touchline Section,3,Final Knockout
137,1,1,817,2006,5,4,First,Goal Section,3,Final Knockout
137,1,2,817,403,5,3,First,Corner Section,2,Group Stage
137,1,3,817,180,6,4,Economy,Upper Deck,1,Group Stage
137,2,1,818,1062,6,4,Economy,Corner Section,2,Early Knockout
137,2,2,818,1085,8,4,First,Corner Section,2,Early Knockout
137,2,3,818,893,5,4,Economy,Corner Section,1,Early Knockout
137,3,1,819,303,3,4,Economy,Goal Section,1,Group Stage
137,3,2,819,1380,2,5,First,Upper Deck,0,Final Knockout
137,3,3,819,1664,6,3,First,Goal Section,1,Final Knockout
137,4,1,820,1991,4,5,Economy,Goal Section,3,Final Knockout
137,4,2,820,1162,8,3,First,Goal Section,2,Early Knockout
137,4,3,820,520,3,5,Economy,Upper Deck,3,Group Stage
137,5,1,821,593,6,3,Economy,Touchline Section,3,Group Stage
137,5,2,821,669,5,5,First,Goal Section,3,Group Stage
137,5,3,821,1975,2,3,Economy,Goal Section,3,Final Knockout
137,6,1,822,591,4,3,Economy,Touchline Section,3,Group Stage
137,6,2,822,1358,8,4,Economy,Upper Deck,0,Final Knockout
137,6,3,822,236,6,3,First,Corner Section,1,Group Stage
138,1,1,823,860,7,5,Economy,Upper Deck,1,Early Knockout
138,1,2,823,331,3,5,First,Goal Section,1,Group Stage
138,1,3,823,1810,5,3,Economy,Goal Section,2,Final Knockout
138,2,1,824,721,8,3,Economy,Corner Section,0,Early Knockout
138,2,2,824,1701,8,5,Economy,Upper Deck,2,Final Knockout
138,2,3,824,1174,6,5,First,Goal Section,2,Early Knockout
138,3,1,825,502,6,5,First,Goal Section,2,Group Stage
138,3,2,825,1433,6,3,Economy,Touchline Section,0,Final Knockout
138,3,3,825,390,6,4,Economy,Corner Section,2,Group Stage
138,4,1,826,799,2,3,Economy,Goal Section,0,Early Knockout
138,4,2,826,404,6,3,First,Corner Section,2,Group Stage
138,4,3,826,33,6,4,First,Upper Deck,0,Group Stage
138,5,1,827,690,5,5,Economy,Upper Deck,0,Early Knockout
138,5,2,827,1002,2,5,First,Goal Section,1,Early Knockout
138,5,3,827,1754,5,4,First,Corner Section,2,Final Knockout
138,6,1,828,468,7,3,Economy,Goal Section,2,Group Stage
138,6,2,828,1431,4,3,Economy,Touchline Section,0,Final Knockout
138,6,3,828,800,3,3,Economy,Goal Section,0,Early Knockout
139,1,1,829,328,7,4,First,Goal Section,1,Group Stage
139,1,2,829,231,8,5,Economy,Corner Section,1,Group Stage
139,1,3,829,1795,4,4,First,Touchline Section,2,Final Knockout
139,2,1,830,1745,3,3,First,Corner Section,2,Final Knockout
139,2,2,830,1377,6,4,First,Upper Deck,0,Final Knockout
139,2,3,830,560,8,4,Economy,Corner Section,3,Group Stage
