respID,qID,altID,obsID,profileID,price,seat_quality,number_of_games,pass__quality
65,2,2,386,319,2,Corner Section,3,Gold
65,2,3,386,182,3.5,Corner Section,2,Silver
65,3,1,387,329,3.5,Touchline Section,3,Gold
65,3,2,387,262,1.5,Corner Section,1,Gold
65,3,3,387,31,1.5,Upper Deck,1,Bronze
65,4,1,388,171,1.5,Upper Deck,2,Silver
65,4,2,388,200,2,Upper Deck,3,Silver
65,4,3,388,19,2.5,Touchline Section,0,Bronze
65,5,1,389,139,3,Goal Section,0,Silver
65,5,2,389,189,3.5,Touchline Section,2,Silver
65,5,3,389,73,1.5,Touchline Section,2,Bronze
65,6,1,390,280,3.5,Goal Section,1,Gold
65,6,2,390,3,1.5,Upper Deck,0,Bronze
65,6,3,390,53,2,Goal Section,1,Bronze
66,1,1,391,173,2.5,Upper Deck,2,Silver
66,1,2,391,216,3,Touchline Section,3,Silver
66,1,3,391,169,0.5,Upper Deck,2,Silver
66,2,1,392,274,0.5,Goal Section,1,Gold
66,2,2,392,324,1,Touchline Section,3,Gold
66,2,3,392,79,1,Goal Section,2,Bronze
66,3,1,393,309,0.5,Upper Deck,3,Gold
66,3,2,393,172,2,Upper Deck,2,Silver
66,3,3,393,115,1.5,Upper Deck,0,Silver
66,4,1,394,8,0.5,Corner Section,0,Bronze
66,4,2,394,132,3,Touchline Section,0,Silver
66,4,3,394,253,0.5,Upper Deck,1,Gold
66,5,1,395,247,1,Goal Section,0,Gold
66,5,2,395,215,2.5,Touchline Section,3,Silver
66,5,3,395,95,2,Corner Section,3,Bronze
66,6,1,396,92,0.5,Corner Section,3,Bronze
66,6,2,396,62,3,Upper Deck,2,Bronze
66,6,3,396,336,3.5,Goal Section,3,Gold
67,1,1,397,45,1.5,Touchline Section,1,Bronze
67,1,2,397,137,2,Goal Section,0,Silver
67,1,3,397,296,1,Touchline Section,2,Gold
67,2,1,398,161,3.5,Touchline Section,1,Silver
67,2,2,398,25,2,Goal Section,0,Bronze
67,2,3,398,78,0.5,Goal Section,2,Bronze
67,3,1,399,278,2.5,Goal Section,1,Gold
67,3,2,399,90,3,Upper Deck,3,Bronze
67,3,3,399,160,3,Touchline Section,1,Silver
67,4,1,400,126,3.5,Corner Section,0,Silver
67,4,2,400,273,3.5,Touchline Section,1,Gold
67,4,3,400,102,2,Touchline Section,3,Bronze
67,5,1,401,22,0.5,Goal Section,0,Bronze
67,5,2,401,252,3.5,Goal Section,0,Gold
67,5,3,401,126,3.5,Corner Section,0,Silver
67,6,1,402,292,2.5,Corner Section,2,Gold
67,6,2,402,42,3.5,Corner Section,1,Bronze
67,6,3,402,21,3.5,Touchline Section,0,Bronze
68,1,1,403,88,2,Upper Deck,3,Bronze
68,1,2,403,10,1.5,Corner Section,0,Bronze
68,1,3,403,152,2.5,Corner Section,1,Silver
68,2,1,404,287,3.5,Upper Deck,2,Gold
68,2,2,404,273,3.5,Touchline Section,1,Gold
68,2,3,404,54,2.5,Goal Section,1,Bronze
68,3,1,405,63,3.5,Upper Deck,2,Bronze
68,3,2,405,41,3,Corner Section,1,Bronze
68,3,3,405,27,3,Goal Section,0,Bronze
68,4,1,406,174,3,Upper Deck,2,Silver
68,4,2,406,232,0.5,Corner Section,0,Gold
68,4,3,406,284,2,Upper Deck,2,Gold
68,5,1,407,304,1.5,Goal Section,2,Gold
68,5,2,407,150,1.5,Corner Section,1,Silver
68,5,3,407,151,2,Corner Section,1,Silver
68,6,1,408,157,1.5,Touchline Section,1,Silver
68,6,2,408,112,3.5,Goal Section,3,Bronze
68,6,3,408,146,3,Upper Deck,1,Silver
69,1,1,409,307,3,Goal Section,2,Gold
69,1,2,409,79,1,Goal Section,2,Bronze
69,1,3,409,153,3,Corner Section,1,Silver
69,2,1,410,311,1.5,Upper Deck,3,Gold
69,2,2,410,20,3,Touchline Section,0,Bronze
69,2,3,410,174,3,Upper Deck,2,Silver
69,3,1,411,3,1.5,Upper Deck,0,Bronze
69,3,2,411,197,0.5,Upper Deck,3,Silver
69,3,3,411,318,1.5,Corner Section,3,Gold
69,4,1,412,284,2,Upper Deck,2,Gold
69,4,2,412,173,2.5,Upper Deck,2,Silver
69,4,3,412,123,2,Corner Section,0,Silver
69,5,1,413,130,2,Touchline Section,0,Silver
69,5,2,413,305,2,Goal Section,2,Gold
69,5,3,413,302,0.5,Goal Section,2,Gold
69,6,1,414,80,1.5,Goal Section,2,Bronze
69,6,2,414,179,2,Corner Section,2,Silver
69,6,3,414,322,3.5,Corner Section,3,Gold
70,1,1,415,16,1,Touchline Section,0,Bronze
70,1,2,415,124,2.5,Corner Section,0,Silver
70,1,3,415,49,3.5,Touchline Section,1,Bronze
70,2,1,416,151,2,Corner Section,1,Silver
70,2,2,416,111,3,Goal Section,3,Bronze
70,2,3,416,65,1,Corner Section,2,Bronze
70,3,1,417,206,1.5,Corner Section,3,Silver
70,3,2,417,94,1.5,Corner Section,3,Bronze
70,3,3,417,234,1.5,Corner Section,0,Gold
70,4,1,418,138,2.5,Goal Section,0,Silver
70,4,2,418,72,1,Touchline Section,2,Bronze
70,4,3,418,296,1,Touchline Section,2,Gold
70,5,1,419,209,3,Corner Section,3,Silver
70,5,2,419,249,2,Goal Section,0,Gold
70,5,3,419,230,3,Upper Deck,0,Gold
70,6,1,420,32,2,Upper Deck,1,Bronze
70,6,2,420,189,3.5,Touchline Section,2,Silver
70,6,3,420,112,3.5,Goal Section,3,Bronze
71,1,1,421,162,0.5,Goal Section,1,Silver
71,1,2,421,74,2,Touchline Section,2,Bronze
71,1,3,421,325,1.5,Touchline Section,3,Gold
71,2,1,422,105,3.5,Touchline Section,3,Bronze
71,2,2,422,198,1,Upper Deck,3,Silver
71,2,3,422,146,3,Upper Deck,1,Silver
71,3,1,423,243,2.5,Touchline Section,0,Gold
71,3,2,423,115,1.5,Upper Deck,0,Silver
71,3,3,423,26,2.5,Goal Section,0,Bronze
71,4,1,424,185,1.5,Touchline Section,2,Silver
71,4,2,424,312,2,Upper Deck,3,Gold
71,4,3,424,318,1.5,Corner Section,3,Gold
71,5,1,425,75,2.5,Touchline Section,2,Bronze
71,5,2,425,98,3.5,Corner Section,3,Bronze
71,5,3,425,16,1,Touchline Section,0,Bronze
71,6,1,426,231,3.5,Upper Deck,0,Gold
71,6,2,426,278,2.5,Goal Section,1,Gold
71,6,3,426,7,3.5,Upper Deck,0,Bronze
72,1,1,427,336,3.5,Goal Section,3,Gold
72,1,2,427,176,0.5,Corner Section,2,Silver
72,1,3,427,258,3,Upper Deck,1,Gold
72,2,1,428,302,0.5,Goal Section,2,Gold
72,2,2,428,307,3,Goal Section,2,Gold
72,2,3,428,137,2,Goal Section,0,Silver
72,3,1,429,4,2,Upper Deck,0,Bronze
72,3,2,429,24,1.5,Goal Section,0,Bronze
72,3,3,429,111,3,Goal Section,3,Bronze
72,4,1,430,124,2.5,Corner Section,0,Silver
72,4,2,430,280,3.5,Goal Section,1,Gold
72,4,3,430,313,2.5,Upper Deck,3,Gold
72,5,1,431,187,2.5,Touchline Section,2,Silver
72,5,2,431,115,1.5,Upper Deck,0,Silver
72,5,3,431,202,3,Upper Deck,3,Silver
72,6,1,432,224,3.5,Goal Section,3,Silver
72,6,2,432,79,1,Goal Section,2,Bronze
72,6,3,432,40,2.5,Corner Section,1,Bronze
73,1,1,433,291,2,Corner Section,2,Gold
73,1,2,433,262,1.5,Corner Section,1,Gold
73,1,3,433,250,2.5,Goal Section,0,Gold
73,2,1,434,194,2.5,Goal Section,2,Silver
73,2,2,434,71,0.5,Touchline Section,2,Bronze
73,2,3,434,221,2,Goal Section,3,Silver
73,3,1,435,118,3,Upper Deck,0,Silver
73,3,2,435,187,2.5,Touchline Section,2,Silver
73,3,3,435,227,1.5,Upper Deck,0,Gold
73,4,1,436,256,2,Upper Deck,1,Gold
73,4,2,436,73,1.5,Touchline Section,2,Bronze
73,4,3,436,266,3.5,Corner Section,1,Gold
73,5,1,437,16,1,Touchline Section,0,Bronze
73,5,2,437,302,0.5,Goal Section,2,Gold
73,5,3,437,50,0.5,Goal Section,1,Bronze
73,6,1,438,165,2,Goal Section,1,Silver
73,6,2,438,92,0.5,Corner Section,3,Bronze
73,6,3,438,170,1,Upper Deck,2,Silver
74,1,1,439,182,3.5,Corner Section,2,Silver
74,1,2,439,101,1.5,Touchline Section,3,Bronze
74,1,3,439,226,1,Upper Deck,0,Gold
74,2,1,440,36,0.5,Corner Section,1,Bronze
74,2,2,440,177,1,Corner Section,2,Silver
74,2,3,440,65,1,Corner Section,2,Bronze
74,3,1,441,123,2,Corner Section,0,Silver
74,3,2,441,111,3,Goal Section,3,Bronze
74,3,3,441,283,1.5,Upper Deck,2,Gold
74,4,1,442,194,2.5,Goal Section,2,Silver
74,4,2,442,19,2.5,Touchline Section,0,Bronze
74,4,3,442,211,0.5,Touchline Section,3,Silver
74,5,1,443,279,3,Goal Section,1,Gold
74,5,2,443,128,1,Touchline Section,0,Silver
74,5,3,443,42,3.5,Corner Section,1,Bronze
74,6,1,444,130,2,Touchline Section,0,Silver
74,6,2,444,64,0.5,Corner Section,2,Bronze
74,6,3,444,314,3,Upper Deck,3,Gold
75,1,1,445,127,0.5,Touchline Section,0,Silver
75,1,2,445,195,3,Goal Section,2,Silver
75,1,3,445,97,3,Corner Section,3,Bronze
75,2,1,446,96,2.5,Corner Section,3,Bronze
75,2,2,446,71,0.5,Touchline Section,2,Bronze
75,2,3,446,299,2.5,Touchline Section,2,Gold
75,3,1,447,144,2,Upper Deck,1,Silver
75,3,2,447,241,1.5,Touchline Section,0,Gold
75,3,3,447,317,1,Corner Section,3,Gold
75,4,1,448,191,1,Goal Section,2,Silver
75,4,2,448,202,3,Upper Deck,3,Silver
75,4,3,448,233,1,Corner Section,0,Gold
75,5,1,449,79,1,Goal Section,2,Bronze
75,5,2,449,52,1.5,Goal Section,1,Bronze
75,5,3,449,196,3.5,Goal Section,2,Silver
75,6,1,450,160,3,Touchline Section,1,Silver
75,6,2,450,236,2.5,Corner Section,0,Gold
75,6,3,450,10,1.5,Corner Section,0,Bronze
76,1,1,451,173,2.5,Upper Deck,2,Silver
76,1,2,451,189,3.5,Touchline Section,2,Silver
76,1,3,451,167,3,Goal Section,1,Silver
76,2,1,452,104,3,Touchline Section,3,Bronze
76,2,2,452,143,1.5,Upper Deck,1,Silver
76,2,3,452,70,3.5,Corner Section,2,Bronze
76,3,1,453,51,1,Goal Section,1,Bronze
76,3,2,453,204,0.5,Corner Section,3,Silver
76,3,3,453,31,1.5,Upper Deck,1,Bronze
76,4,1,454,99,0.5,Touchline Section,3,Bronze
76,4,2,454,84,3.5,Goal Section,2,Bronze
76,4,3,454,92,0.5,Corner Section,3,Bronze
76,5,1,455,63,3.5,Upper Deck,2,Bronze
76,5,2,455,139,3,Goal Section,0,Silver
76,5,3,455,162,0.5,Goal Section,1,Silver
76,6,1,456,323,0.5,Touchline Section,3,Gold
76,6,2,456,281,0.5,Upper Deck,2,Gold
76,6,3,456,298,2,Touchline Section,2,Gold
77,1,1,457,39,2,Corner Section,1,Bronze
77,1,2,457,315,3.5,Upper Deck,3,Gold
77,1,3,457,65,1,Corner Section,2,Bronze
77,2,1,458,58,1,Upper Deck,2,Bronze
77,2,2,458,276,1.5,Goal Section,1,Gold
77,2,3,458,260,0.5,Corner Section,1,Gold
77,3,1,459,276,1.5,Goal Section,1,Gold
77,3,2,459,89,2.5,Upper Deck,3,Bronze
77,3,3,459,5,2.5,Upper Deck,0,Bronze
77,4,1,460,186,2,Touchline Section,2,Silver
77,4,2,460,192,1.5,Goal Section,2,Silver
77,4,3,460,180,2.5,Corner Section,2,Silver
77,5,1,461,249,2,Goal Section,0,Gold
77,5,2,461,303,1,Goal Section,2,Gold
77,5,3,461,119,3.5,Upper Deck,0,Silver
77,6,1,462,147,3.5,Upper Deck,1,Silver
77,6,2,462,206,1.5,Corner Section,3,Silver
77,6,3,462,334,2.5,Goal Section,3,Gold
78,1,1,463,203,3.5,Upper Deck,3,Silver
78,1,2,463,92,0.5,Corner Section,3,Bronze
78,1,3,463,215,2.5,Touchline Section,3,Silver
78,2,1,464,133,3.5,Touchline Section,0,Silver
78,2,2,464,70,3.5,Corner Section,2,Bronze
78,2,3,464,253,0.5,Upper Deck,1,Gold
78,3,1,465,230,3,Upper Deck,0,Gold
78,3,2,465,232,0.5,Corner Section,0,Gold
78,3,3,465,87,1.5,Upper Deck,3,Bronze
78,4,1,466,268,1,Touchline Section,1,Gold
78,4,2,466,70,3.5,Corner Section,2,Bronze
78,4,3,466,281,0.5,Upper Deck,2,Gold
78,5,1,467,270,2,Touchline Section,1,Gold
78,5,2,467,218,0.5,Goal Section,3,Silver
78,5,3,467,105,3.5,Touchline Section,3,Bronze
78,6,1,468,118,3,Upper Deck,0,Silver
78,6,2,468,141,0.5,Upper Deck,1,Silver
78,6,3,468,253,0.5,Upper Deck,1,Gold
79,1,1,469,33,2.5,Upper Deck,1,Bronze
79,1,2,469,250,2.5,Goal Section,0,Gold
79,1,3,469,116,2,Upper Deck,0,Silver
79,2,1,470,116,2,Upper Deck,0,Silver
79,2,2,470,254,1,Upper Deck,1,Gold
79,2,3,470,96,2.5,Corner Section,3,Bronze
79,3,1,471,293,3,Corner Section,2,Gold
79,3,2,471,263,2,Corner Section,1,Gold
79,3,3,471,220,1.5,Goal Section,3,Silver
79,4,1,472,205,1,Corner Section,3,Silver
79,4,2,472,196,3.5,Goal Section,2,Silver
79,4,3,472,39,2,Corner Section,1,Bronze
79,5,1,473,112,3.5,Goal Section,3,Bronze
79,5,2,473,258,3,Upper Deck,1,Gold
79,5,3,473,11,2,Corner Section,0,Bronze
79,6,1,474,134,0.5,Goal Section,0,Silver
79,6,2,474,27,3,Goal Section,0,Bronze
79,6,3,474,28,3.5,Goal Section,0,Bronze
80,1,1,475,66,1.5,Corner Section,2,Bronze
80,1,2,475,207,2,Corner Section,3,Silver
80,1,3,475,139,3,Goal Section,0,Silver
80,2,1,476,295,0.5,Touchline Section,2,Gold
80,2,2,476,32,2,Upper Deck,1,Bronze
80,2,3,476,158,2,Touchline Section,1,Silver
80,3,1,477,145,2.5,Upper Deck,1,Silver
80,3,2,477,26,2.5,Goal Section,0,Bronze
80,3,3,477,33,2.5,Upper Deck,1,Bronze
80,4,1,478,152,2.5,Corner Section,1,Silver
80,4,2,478,286,3,Upper Deck,2,Gold
80,4,3,478,23,1,Goal Section,0,Bronze
80,5,1,479,160,3,Touchline Section,1,Silver
80,5,2,479,317,1,Corner Section,3,Gold
80,5,3,479,20,3,Touchline Section,0,Bronze
80,6,1,480,119,3.5,Upper Deck,0,Silver
80,6,2,480,6,3,Upper Deck,0,Bronze
80,6,3,480,102,2,Touchline Section,3,Bronze
81,1,1,481,142,1,Upper Deck,1,Silver
81,1,2,481,157,1.5,Touchline Section,1,Silver
81,1,3,481,169,0.5,Upper Deck,2,Silver
81,2,1,482,292,2.5,Corner Section,2,Gold
81,2,2,482,230,3,Upper Deck,0,Gold
81,2,3,482,327,2.5,Touchline Section,3,Gold
81,3,1,483,175,3.5,Upper Deck,2,Silver
81,3,2,483,128,1,Touchline Section,0,Silver
81,3,3,483,285,2.5,Upper Deck,2,Gold
81,4,1,484,165,2,Goal Section,1,Silver
81,4,2,484,218,0.5,Goal Section,3,Silver
81,4,3,484,295,0.5,Touchline Section,2,Gold
81,5,1,485,256,2,Upper Deck,1,Gold
81,5,2,485,150,1.5,Corner Section,1,Silver
81,5,3,485,95,2,Corner Section,3,Bronze
81,6,1,486,22,0.5,Goal Section,0,Bronze
81,6,2,486,284,2,Upper Deck,2,Gold
81,6,3,486,128,1,Touchline Section,0,Silver
82,1,1,487,77,3.5,Touchline Section,2,Bronze
82,1,2,487,291,2,Corner Section,2,Gold
82,1,3,487,173,2.5,Upper Deck,2,Silver
82,2,1,488,293,3,Corner Section,2,Gold
82,2,2,488,103,2.5,Touchline Section,3,Bronze
82,2,3,488,117,2.5,Upper Deck,0,Silver
82,3,1,489,146,3,Upper Deck,1,Silver
82,3,2,489,7,3.5,Upper Deck,0,Bronze
82,3,3,489,16,1,Touchline Section,0,Bronze
82,4,1,490,241,1.5,Touchline Section,0,Gold
82,4,2,490,207,2,Corner Section,3,Silver
82,4,3,490,197,0.5,Upper Deck,3,Silver
82,5,1,491,302,0.5,Goal Section,2,Gold
82,5,2,491,244,3,Touchline Section,0,Gold
82,5,3,491,251,3,Goal Section,0,Gold
82,6,1,492,49,3.5,Touchline Section,1,Bronze
82,6,2,492,126,3.5,Corner Section,0,Silver
82,6,3,492,224,3.5,Goal Section,3,Silver
83,1,1,493,113,0.5,Upper Deck,0,Silver
83,1,2,493,48,3,Touchline Section,1,Bronze
83,1,3,493,232,0.5,Corner Section,0,Gold
83,2,1,494,49,3.5,Touchline Section,1,Bronze
83,2,2,494,21,3.5,Touchline Section,0,Bronze
83,2,3,494,130,2,Touchline Section,0,Silver
83,3,1,495,203,3.5,Upper Deck,3,Silver
83,3,2,495,164,1.5,Goal Section,1,Silver
83,3,3,495,168,3.5,Goal Section,1,Silver
83,4,1,496,34,3,Upper Deck,1,Bronze
83,4,2,496,119,3.5,Upper Deck,0,Silver
83,4,3,496,70,3.5,Corner Section,2,Bronze
83,5,1,497,207,2,Corner Section,3,Silver
83,5,2,497,76,3,Touchline Section,2,Bronze
83,5,3,497,197,0.5,Upper Deck,3,Silver
83,6,1,498,64,0.5,Corner Section,2,Bronze
83,6,2,498,207,2,Corner Section,3,Silver
83,6,3,498,288,0.5,Corner Section,2,Gold
84,1,1,499,334,2.5,Goal Section,3,Gold
84,1,2,499,167,3,Goal Section,1,Silver
84,1,3,499,216,3,Touchline Section,3,Silver
84,2,1,500,176,0.5,Corner Section,2,Silver
84,2,2,500,78,0.5,Goal Section,2,Bronze
84,2,3,500,276,1.5,Goal Section,1,Gold
84,3,1,501,173,2.5,Upper Deck,2,Silver
84,3,2,501,49,3.5,Touchline Section,1,Bronze
84,3,3,501,293,3,Corner Section,2,Gold
84,4,1,502,73,1.5,Touchline Section,2,Bronze
84,4,2,502,111,3,Goal Section,3,Bronze
84,4,3,502,144,2,Upper Deck,1,Silver
84,5,1,503,24,1.5,Goal Section,0,Bronze
84,5,2,503,106,0.5,Goal Section,3,Bronze
84,5,3,503,157,1.5,Touchline Section,1,Silver
84,6,1,504,320,2.5,Corner Section,3,Gold
84,6,2,504,140,3.5,Goal Section,0,Silver
84,6,3,504,200,2,Upper Deck,3,Silver
85,1,1,505,183,0.5,Touchline Section,2,Silver
85,1,2,505,114,1,Upper Deck,0,Silver
85,1,3,505,224,3.5,Goal Section,3,Silver
85,2,1,506,110,2.5,Goal Section,3,Bronze
85,2,2,506,220,1.5,Goal Section,3,Silver
85,2,3,506,135,1,Goal Section,0,Silver
85,3,1,507,34,3,Upper Deck,1,Bronze
85,3,2,507,98,3.5,Corner Section,3,Bronze
85,3,3,507,56,3.5,Goal Section,1,Bronze
85,4,1,508,287,3.5,Upper Deck,2,Gold
85,4,2,508,198,1,Upper Deck,3,Silver
85,4,3,508,334,2.5,Goal Section,3,Gold
85,5,1,509,323,0.5,Touchline Section,3,Gold
85,5,2,509,156,1,Touchline Section,1,Silver
85,5,3,509,16,1,Touchline Section,0,Bronze
85,6,1,510,100,1,Touchline Section,3,Bronze
85,6,2,510,274,0.5,Goal Section,1,Gold
85,6,3,510,228,2,Upper Deck,0,Gold
86,1,1,511,313,2.5,Upper Deck,3,Gold
86,1,2,511,253,0.5,Upper Deck,1,Gold
86,1,3,511,124,2.5,Corner Section,0,Silver
86,2,1,512,34,3,Upper Deck,1,Bronze
86,2,2,512,248,1.5,Goal Section,0,Gold
86,2,3,512,257,2.5,Upper Deck,1,Gold
86,3,1,513,269,1.5,Touchline Section,1,Gold
86,3,2,513,305,2,Goal Section,2,Gold
86,3,3,513,114,1,Upper Deck,0,Silver
86,4,1,514,88,2,Upper Deck,3,Bronze
86,4,2,514,80,1.5,Goal Section,2,Bronze
86,4,3,514,277,2,Goal Section,1,Gold
86,5,1,515,35,3.5,Upper Deck,1,Bronze
86,5,2,515,86,1,Upper Deck,3,Bronze
86,5,3,515,285,2.5,Upper Deck,2,Gold
86,6,1,516,21,3.5,Touchline Section,0,Bronze
86,6,2,516,268,1,Touchline Section,1,Gold
86,6,3,516,308,3.5,Goal Section,2,Gold
87,1,1,517,120,0.5,Corner Section,0,Silver
87,1,2,517,146,3,Upper Deck,1,Silver
87,1,3,517,247,1,Goal Section,0,Gold
87,2,1,518,177,1,Corner Section,2,Silver
87,2,2,518,309,0.5,Upper Deck,3,Gold
87,2,3,518,82,2.5,Goal Section,2,Bronze
87,3,1,519,225,0.5,Upper Deck,0,Gold
87,3,2,519,246,0.5,Goal Section,0,Gold
87,3,3,519,266,3.5,Corner Section,1,Gold
87,4,1,520,240,1,Touchline Section,0,Gold
87,4,2,520,305,2,Goal Section,2,Gold
87,4,3,520,259,3.5,Upper Deck,1,Gold
87,5,1,521,235,2,Corner Section,0,Gold
87,5,2,521,16,1,Touchline Section,0,Bronze
87,5,3,521,226,1,Upper Deck,0,Gold
87,6,1,522,288,0.5,Corner Section,2,Gold
87,6,2,522,272,3,Touchline Section,1,Gold
87,6,3,522,37,1,Corner Section,1,Bronze
88,1,1,523,246,0.5,Goal Section,0,Gold
88,1,2,523,10,1.5,Corner Section,0,Bronze
88,1,3,523,163,1,Goal Section,1,Silver
88,2,1,524,8,0.5,Corner Section,0,Bronze
88,2,2,524,153,3,Corner Section,1,Silver
88,2,3,524,155,0.5,Touchline Section,1,Silver
88,3,1,525,8,0.5,Corner Section,0,Bronze
88,3,2,525,133,3.5,Touchline Section,0,Silver
88,3,3,525,3,1.5,Upper Deck,0,Bronze
88,4,1,526,243,2.5,Touchline Section,0,Gold
88,4,2,526,133,3.5,Touchline Section,0,Silver
88,4,3,526,180,2.5,Corner Section,2,Silver
88,5,1,527,293,3,Corner Section,2,Gold
88,5,2,527,46,2,Touchline Section,1,Bronze
88,5,3,527,206,1.5,Corner Section,3,Silver
88,6,1,528,133,3.5,Touchline Section,0,Silver
88,6,2,528,70,3.5,Corner Section,2,Bronze
88,6,3,528,13,3,Corner Section,0,Bronze
89,1,1,529,16,1,Touchline Section,0,Bronze
89,1,2,529,91,3.5,Upper Deck,3,Bronze
89,1,3,529,231,3.5,Upper Deck,0,Gold
89,2,1,530,150,1.5,Corner Section,1,Silver
89,2,2,530,148,0.5,Corner Section,1,Silver
89,2,3,530,235,2,Corner Section,0,Gold
89,3,1,531,269,1.5,Touchline Section,1,Gold
89,3,2,531,18,2,Touchline Section,0,Bronze
89,3,3,531,160,3,Touchline Section,1,Silver
89,4,1,532,13,3,Corner Section,0,Bronze
89,4,2,532,190,0.5,Goal Section,2,Silver
89,4,3,532,239,0.5,Touchline Section,0,Gold
89,5,1,533,317,1,Corner Section,3,Gold
89,5,2,533,220,1.5,Goal Section,3,Silver
89,5,3,533,78,0.5,Goal Section,2,Bronze
89,6,1,534,172,2,Upper Deck,2,Silver
89,6,2,534,306,2.5,Goal Section,2,Gold
89,6,3,534,120,0.5,Corner Section,0,Silver
90,1,1,535,151,2,Corner Section,1,Silver
90,1,2,535,135,1,Goal Section,0,Silver
90,1,3,535,34,3,Upper Deck,1,Bronze
90,2,1,536,132,3,Touchline Section,0,Silver
90,2,2,536,118,3,Upper Deck,0,Silver
90,2,3,536,330,0.5,Goal Section,3,Gold
90,3,1,537,5,2.5,Upper Deck,0,Bronze
90,3,2,537,45,1.5,Touchline Section,1,Bronze
90,3,3,537,43,0.5,Touchline Section,1,Bronze
90,4,1,538,89,2.5,Upper Deck,3,Bronze
90,4,2,538,117,2.5,Upper Deck,0,Silver
90,4,3,538,311,1.5,Upper Deck,3,Gold
90,5,1,539,65,1,Corner Section,2,Bronze
90,5,2,539,97,3,Corner Section,3,Bronze
90,5,3,539,224,3.5,Goal Section,3,Silver
90,6,1,540,304,1.5,Goal Section,2,Gold
90,6,2,540,256,2,Upper Deck,1,Gold
90,6,3,540,5,2.5,Upper Deck,0,Bronze
91,1,1,541,53,2,Goal Section,1,Bronze
91,1,2,541,310,1,Upper Deck,3,Gold
91,1,3,541,192,1.5,Goal Section,2,Silver
91,2,1,542,3,1.5,Upper Deck,0,Bronze
91,2,2,542,185,1.5,Touchline Section,2,Silver
91,2,3,542,102,2,Touchline Section,3,Bronze
91,3,1,543,225,0.5,Upper Deck,0,Gold
91,3,2,543,58,1,Upper Deck,2,Bronze
91,3,3,543,90,3,Upper Deck,3,Bronze
91,4,1,544,88,2,Upper Deck,3,Bronze
91,4,2,544,168,3.5,Goal Section,1,Silver
91,4,3,544,140,3.5,Goal Section,0,Silver
91,5,1,545,13,3,Corner Section,0,Bronze
91,5,2,545,297,1.5,Touchline Section,2,Gold
91,5,3,545,234,1.5,Corner Section,0,Gold
91,6,1,546,159,2.5,Touchline Section,1,Silver
91,6,2,546,314,3,Upper Deck,3,Gold
91,6,3,546,301,3.5,Touchline Section,2,Gold
92,1,1,547,30,1,Upper Deck,1,Bronze
92,1,2,547,319,2,Corner Section,3,Gold
92,1,3,547,232,0.5,Corner Section,0,Gold
92,2,1,548,35,3.5,Upper Deck,1,Bronze
92,2,2,548,171,1.5,Upper Deck,2,Silver
92,2,3,548,239,0.5,Touchline Section,0,Gold
92,3,1,549,277,2,Goal Section,1,Gold
92,3,2,549,210,3.5,Corner Section,3,Silver
92,3,3,549,183,0.5,Touchline Section,2,Silver
92,4,1,550,64,0.5,Corner Section,2,Bronze
92,4,2,550,18,2,Touchline Section,0,Bronze
92,4,3,550,264,2.5,Corner Section,1,Gold
92,5,1,551,291,2,Corner Section,2,Gold
92,5,2,551,196,3.5,Goal Section,2,Silver
92,5,3,551,244,3,Touchline Section,0,Gold
92,6,1,552,333,2,Goal Section,3,Gold
92,6,2,552,123,2,Corner Section,0,Silver
92,6,3,552,234,1.5,Corner Section,0,Gold
93,1,1,553,198,1,Upper Deck,3,Silver
93,1,2,553,333,2,Goal Section,3,Gold
93,1,3,553,152,2.5,Corner Section,1,Silver
93,2,1,554,17,1.5,Touchline Section,0,Bronze
93,2,2,554,132,3,Touchline Section,0,Silver
93,2,3,554,178,1.5,Corner Section,2,Silver
93,3,1,555,144,2,Upper Deck,1,Silver
93,3,2,555,247,1,Goal Section,0,Gold
93,3,3,555,33,2.5,Upper Deck,1,Bronze
93,4,1,556,326,2,Touchline Section,3,Gold
93,4,2,556,291,2,Corner Section,2,Gold
93,4,3,556,318,1.5,Corner Section,3,Gold
93,5,1,557,3,1.5,Upper Deck,0,Bronze
93,5,2,557,14,3.5,Corner Section,0,Bronze
93,5,3,557,121,1,Corner Section,0,Silver
93,6,1,558,81,2,Goal Section,2,Bronze
93,6,2,558,22,0.5,Goal Section,0,Bronze
93,6,3,558,103,2.5,Touchline Section,3,Bronze
94,1,1,559,79,1,Goal Section,2,Bronze
94,1,2,559,14,3.5,Corner Section,0,Bronze
94,1,3,559,58,1,Upper Deck,2,Bronze
94,2,1,560,126,3.5,Corner Section,0,Silver
94,2,2,560,329,3.5,Touchline Section,3,Gold
94,2,3,560,193,2,Goal Section,2,Silver
94,3,1,561,284,2,Upper Deck,2,Gold
94,3,2,561,89,2.5,Upper Deck,3,Bronze
94,3,3,561,282,1,Upper Deck,2,Gold
94,4,1,562,246,0.5,Goal Section,0,Gold
94,4,2,562,80,1.5,Goal Section,2,Bronze
94,4,3,562,128,1,Touchline Section,0,Silver
94,5,1,563,242,2,Touchline Section,0,Gold
94,5,2,563,256,2,Upper Deck,1,Gold
94,5,3,563,309,0.5,Upper Deck,3,Gold
94,6,1,564,178,1.5,Corner Section,2,Silver
94,6,2,564,35,3.5,Upper Deck,1,Bronze
94,6,3,564,160,3,Touchline Section,1,Silver
